map_id,title,date,rights,source_page_url,iiif_manifest_url,image_url,local_file,manifest_file,width,height,notes
booth_sheet63_1898_1899,"Hand Coloured Map Descriptive of London Poverty 1898-1899 Sheet 63 - Spitalfields, Whitechapel, Mile End New Town, St George's in the East",1898-1899,Out of Copyright,https://digital.library.lse.ac.uk/documents/detail/hand-coloured-map-descriptive-of-london-poverty-1898-1899-sheet-63-spitalfields-whitechapel-mile-end-new-town-st-georges-in-the-east/54422,https://iiif.quartexcollections.com/lse/iiif/f0cc6f49-385d-4969-bea8-2fb47a814a3d/manifest,https://iiif.quartexcollections.com/lse/iiif/44eddd7b-6300-42ad-8dda-4ca2dd07782b/full/full/0/default.jpg,maps/background_map/Booth_Sheet63_Whitechapel_1898_1899.jpg,data/metadata/booth_sheet63_iiif_manifest.json,10059,6746,Verified final scan; exact dimensions asserted by the map generator.
