k,seed_a,seed_b,mean_cosine,median_cosine,min_cosine,mean_top12_jaccard,min_top12_jaccard
4,1,21,0.71479703551828,0.7741163325495164,0.31125716690875666,0.3766590389016018,0.043478260869565216
4,1,42,0.9999999999954461,0.9999999999949449,0.9999999999919804,1.0,1.0
4,1,84,0.999999999995816,0.9999999999966204,0.9999999999900452,1.0,1.0
4,1,100,0.7147971445623846,0.7741165091485678,0.3112572473185611,0.3766590389016018,0.043478260869565216
4,21,42,0.7147980650703473,0.7741173599211613,0.31125923665520583,0.3766590389016018,0.043478260869565216
4,21,84,0.7147979031349649,0.7741172901807091,0.31125872392245735,0.3766590389016018,0.043478260869565216
4,21,100,0.9999999999989078,0.999999999999339,0.9999999999969826,1.0,1.0
4,42,84,0.9999999999995789,0.9999999999996632,0.9999999999990323,1.0,1.0
4,42,100,0.7147981741141076,0.7741175365199209,0.31125931706419163,0.3766590389016018,0.043478260869565216
4,84,100,0.7147980121789922,0.774117466779829,0.31125880433182224,0.37665903890160185,0.043478260869565216
