report_year,passage_id,word_count,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,dominant_topic,dominant_weight
1891,1891_0030,171,0.0031083446781794755,0.013652718293627401,0.02403077529010087,0.0,0.08937047564265872,0.0,5,0.08937047564265872
1891,1891_0031,231,0.013944926756122201,0.0,0.007891998203990966,0.0,0.1090255246958957,0.0,5,0.1090255246958957
1891,1891_0032,227,0.006862816816478706,0.0,0.0,0.0,0.10900307763368915,0.005095401778367549,5,0.10900307763368915
1891,1891_0033,204,0.01175333227688866,0.0,0.012160269711918139,0.0,0.10733731938984767,0.0,5,0.10733731938984767
1891,1891_0034,189,0.012659834800193758,0.0,0.0,0.0,0.12257595740800302,0.0,5,0.12257595740800302
1891,1891_0035,244,0.0,0.002911349944320607,0.01119745224735943,0.040588132398002456,0.0709383247006106,0.0077319236564604935,5,0.0709383247006106
1891,1891_0036,181,0.0,0.0,0.0014181512772310993,0.02552778729610745,0.0998012582114677,0.02090236541803507,5,0.0998012582114677
1891,1891_0037,178,0.0,0.0,0.004071611770380128,0.0071920481991014475,0.09752101510012971,0.0005085443448774754,5,0.09752101510012971
1891,1891_0038,185,0.0,0.0,0.0,0.03120758295814837,0.08739233328102833,0.0001584382945133136,5,0.08739233328102833
1891,1891_0039,210,0.0,0.04401250018714218,0.011466207920533487,0.006153488663271551,0.054213321187689734,0.0,5,0.054213321187689734
1891,1891_0040,235,0.010863942918058306,0.023721036340143456,0.053348765595500766,0.0,0.055347974005930174,0.0,5,0.055347974005930174
1891,1891_0041,243,0.0,0.02339611511960559,0.0,0.0,0.10557768651174264,0.0,5,0.10557768651174264
1891,1891_0042,170,0.0008467572788665019,0.07977695123773416,0.0,0.005398672673847479,0.026181699989841344,0.006690239842621869,2,0.07977695123773416
1891,1891_0057,186,0.0,0.04866794752266825,0.002629336160128795,0.0,0.002071671543144727,0.12439683675042426,6,0.12439683675042426
1891,1891_0058,61,0.0,0.0,0.0,0.013769433385830974,0.0,0.08271500884719042,6,0.08271500884719042
1892,1892_0002,200,0.0,0.1013041944132765,0.0,0.006150412575715154,0.0,0.0025099120365008926,2,0.1013041944132765
1892,1892_0008,183,0.001643438329579032,0.0,0.0,0.13356461899175343,0.0,0.0,4,0.13356461899175343
1892,1892_0010,175,0.0011557979198079072,0.00888305155721954,0.0,0.06935875324048585,0.0,0.002712777105169989,4,0.06935875324048585
1892,1892_0011,238,0.0041262767282514495,0.009557420018660332,0.003588624043266891,0.0584060217749402,0.005703440411473911,0.0,4,0.0584060217749402
1892,1892_0013,184,0.0005262821535639337,0.024848466179502378,0.002492812829284362,0.06304281389575934,0.0,0.005620622172835644,4,0.06304281389575934
1892,1892_0014,186,0.0014076915459237864,0.020777974265657365,0.002640016231720225,0.07044213758545785,0.0,0.0185049495005942,4,0.07044213758545785
1892,1892_0015,180,0.0,0.05912380260007204,0.01681647680665732,0.008695274234502726,0.0,0.001191181630995354,2,0.05912380260007204
1892,1892_0016,177,0.0,0.07615708648850628,0.0,0.019350427455427525,0.0016387609411551579,0.0,2,0.07615708648850628
1892,1892_0017,233,0.0,0.09697863203227558,0.0025778498060706136,0.016575564607521766,0.0,0.0,2,0.09697863203227558
1892,1892_0018,190,0.0,0.04070789886871037,0.003975700564673739,0.05220569414815835,0.0,0.0062725551507252985,4,0.05220569414815835
1892,1892_0019,188,0.0,0.02567448833055205,0.008850608331910126,0.02505788884281793,0.011309771529842224,0.0,2,0.02567448833055205
1892,1892_0020,199,0.013739467107625001,0.06101822666032345,0.003136192605792294,0.018930870761158985,0.0061554858259719215,0.00037597306203351606,2,0.06101822666032345
1892,1892_0021,175,0.0,0.07288501632381102,0.0010730011225438452,0.006228818446359512,0.01578768915545477,0.007799909743490302,2,0.07288501632381102
1892,1892_0023,173,0.00038608355535173846,0.08572569564819325,0.009579673809216897,0.00580135992260991,0.0,0.0,2,0.08572569564819325
1892,1892_0026,219,0.0,0.07725375966622558,0.0003144000172087911,0.022272857400818965,0.007646659136617041,0.0,2,0.07725375966622558
1892,1892_0027,208,0.011228463805815481,0.07580875093019453,0.0031352901652578037,0.019263890175762584,0.004937280157099265,0.003155730930194191,2,0.07580875093019453
1892,1892_0030,183,0.005319737824895607,0.0840983657772837,0.018670148680421415,0.0,0.00747924435137472,0.0,2,0.0840983657772837
1892,1892_0031,179,0.011096765512471823,0.0597998987093302,0.0,0.0,0.02908585665925952,0.010781795217170265,2,0.0597998987093302
1892,1892_0032,222,0.003439092480688077,0.05786520664769741,0.0,0.0050210893619731,0.03830086304545087,0.010429036836781518,2,0.05786520664769741
1892,1892_0033,185,0.000307582745445912,0.10050090382050113,0.0,0.0006303184364734807,0.012969492958302534,0.009573776719816147,2,0.10050090382050113
1892,1892_0034,185,0.0,0.04912050694319461,0.0,0.01020793284073469,0.01667789577307014,0.0,2,0.04912050694319461
1893,1893_0010,209,0.0,0.05920163494984779,0.0,0.04673365365879429,0.0,0.0016658737341806867,2,0.05920163494984779
1893,1893_0011,191,0.0,0.07562735100396284,0.002479498329985102,0.012270446459807148,0.0,0.0056671507250316165,2,0.07562735100396284
1893,1893_0017,175,0.0,1.3120021328719133e-07,0.0045911032816022745,0.10139258796032552,0.0,0.017186982113161307,4,0.10139258796032552
1893,1893_0022,177,0.015472295598109276,0.08330648466712043,0.0018502652437902179,0.0,0.0,0.0,2,0.08330648466712043
1893,1893_0023,200,0.0,0.10985728912088084,0.0,0.0,0.0,0.0,2,0.10985728912088084
1893,1893_0028,177,0.0,0.1270962880923607,0.0,0.0,0.0,0.0,2,0.1270962880923607
1893,1893_0029,176,0.0,0.11587059713896054,0.0022312923768685283,0.0,0.0,0.0,2,0.11587059713896054
1893,1893_0031,202,0.048026652387079226,0.03521097700930957,5.6542342218199235e-05,0.008682330512100328,0.013853063561092257,0.012013162379858153,1,0.048026652387079226
1893,1893_0032,187,0.001249536433455083,0.043498475599659,0.0,0.014032872808798755,0.0,0.016630061942028995,2,0.043498475599659
1893,1893_0052,179,0.005344069750106268,0.0,0.0,0.011033949544801875,0.0,0.1773019028646075,6,0.1773019028646075
1893,1893_0053,209,0.008285234203497553,0.029358689666131775,0.031341704800087605,0.0,0.028884200210232972,0.013984214187466211,3,0.031341704800087605
1893,1893_0054,186,0.007523507384039186,0.0,0.07542758231763748,0.0,0.02328842745616111,0.0,3,0.07542758231763748
1893,1893_0055,199,0.00296631538619002,0.0,0.06387693417333438,0.0,0.04896730098467217,0.004500592743360981,3,0.06387693417333438
1893,1893_0056,222,0.0,0.0,0.07346097657236814,0.0,0.058955616439644164,0.0,3,0.07346097657236814
1893,1893_0057,209,0.0,0.0,0.04840613201897171,9.051028203240277e-05,0.06891591439404046,0.0,5,0.06891591439404046
1893,1893_0059,200,0.010589891350638725,0.001152705620785307,0.06891713968438007,0.0,0.05944054655937854,0.0,3,0.06891713968438007
1893,1893_0060,193,0.004853522349460264,0.0007269839879519907,0.06739202648157654,0.0,0.05755471589051781,0.002100356083303888,3,0.06739202648157654
1893,1893_0061,176,0.0,0.0,0.0,0.0,0.1618147102236007,0.0,5,0.1618147102236007
1893,1893_0062,230,0.009767571746499015,0.017600743156212944,0.12362857150753832,0.0,0.011108530434811898,0.0023659729474576484,3,0.12362857150753832
1893,1893_0063,177,0.0071066804242117775,0.0,0.11091068573586337,0.0,0.002456122179543002,0.0012427637077516663,3,0.11091068573586337
1893,1893_0064,244,0.0015124865774616798,0.0,0.16225435208336228,0.0,0.0,0.0,3,0.16225435208336228
1893,1893_0065,245,0.0006843948922990672,0.0,0.11485778612334362,0.002822047431644045,0.0,0.0,3,0.11485778612334362
1893,1893_0066,237,0.0,0.0,0.13809793778556084,0.0,0.0,0.0,3,0.13809793778556084
1893,1893_0067,136,0.0,0.0,0.13756765087892303,0.0,0.0,0.0,3,0.13756765087892303
1893,1893_0068,179,0.0,0.0016826778574305415,0.10957538211396005,0.0015648666520856173,0.0,0.0,3,0.10957538211396005
1893,1893_0069,203,0.0,0.0,0.07599904483460683,0.005318470427490421,0.0,0.004506127500235784,3,0.07599904483460683
1893,1893_0070,205,0.0,0.0,0.17075180969107154,0.0,0.0,0.0,3,0.17075180969107154
1893,1893_0071,202,0.0,0.0,0.16714259793305997,0.0,0.0,0.0,3,0.16714259793305997
1893,1893_0072,232,0.0,0.0,0.181929484213055,0.0,0.0,0.0,3,0.181929484213055
1893,1893_0073,224,0.0,0.0,0.17330957811365685,0.0,0.0,0.0016049641202851403,3,0.17330957811365685
1893,1893_0074,227,0.0,0.0,0.15853550157830562,0.0,0.0,0.0,3,0.15853550157830562
1893,1893_0075,200,0.0,0.0,0.1782654453137839,0.0,0.0,0.0,3,0.1782654453137839
1893,1893_0076,240,0.0,0.0,0.1218469477219371,0.0,0.027248521668697432,0.0,3,0.1218469477219371
1893,1893_0077,176,0.00020051229655738604,0.0,0.0808000754692278,0.0,0.04558828494700739,0.0,3,0.0808000754692278
1893,1893_0078,181,0.0,0.0,0.13939642283483486,0.0,0.03202076696249466,0.0,3,0.13939642283483486
1893,1893_0079,198,0.0,0.0,0.15213848154731335,0.0,0.0,0.0011931734960661776,3,0.15213848154731335
1893,1893_0080,194,0.007223320966060592,0.0,0.13449145161140216,0.0,0.010326512551714774,0.0,3,0.13449145161140216
1893,1893_0081,127,0.0,0.0,0.13213456314386865,0.0,0.0,0.0,3,0.13213456314386865
1893,1893_0082,188,0.0,0.0,0.13896833918134419,0.0,0.0,0.0,3,0.13896833918134419
1893,1893_0083,140,0.0,0.0,0.11185290532158308,0.0,0.00570183115619722,0.0,3,0.11185290532158308
1893,1893_0085,174,0.0,0.0,0.008341407428420787,0.0,0.1528439098427477,0.0,5,0.1528439098427477
1893,1893_0086,60,0.0,0.05142223132789223,0.0,0.0,0.05707265580943023,0.018473091596644918,5,0.05707265580943023
1893,1893_0087,204,0.0,0.03331146247525155,0.010524987454915374,0.0,0.0530813324473839,0.0014006478056605575,5,0.0530813324473839
1893,1893_0088,230,0.0,0.02353689017224506,0.041931714417002754,0.0054339233630193474,0.0318177384620732,0.0,3,0.041931714417002754
1893,1893_0089,117,0.0,0.020079740927158276,0.04635458565941954,0.0023981769800866977,0.012653618977462144,0.0,3,0.04635458565941954
1893,1893_0090,174,0.0030580044036142458,0.02280956950324222,0.01362056872863632,0.0031926560282137953,0.0623676277083878,0.007416716593104418,5,0.0623676277083878
1893,1893_0091,189,0.0,0.022303149895481076,0.029383649641744964,0.0035928274108563206,0.035670658738405345,0.0067630897896441946,5,0.035670658738405345
1893,1893_0092,237,0.004624783935469241,0.03476813893234414,0.06107612718048435,0.0,0.03081671714729986,0.0049396875557583125,3,0.06107612718048435
1893,1893_0093,213,0.012596539455581863,0.012306562776572036,0.08623222279984119,0.0,0.01235412035850779,0.001324768971948346,3,0.08623222279984119
1893,1893_0094,226,0.013245203530142496,0.015509134760366236,0.07145541255655741,0.0043468526291489985,0.010301403513241134,0.0015629368711954227,3,0.07145541255655741
1893,1893_0095,245,0.004324162098767434,0.00844399701835353,0.05806649586164057,0.019514869226336457,0.03201789430098491,0.010522994261337085,3,0.05806649586164057
1893,1893_0096,193,0.0,0.0,0.0,0.0,0.15875007096738666,0.0,5,0.15875007096738666
1893,1893_0097,185,0.0,0.03371163090735338,0.028592561486641428,0.0,0.06691581954931551,0.011485893750304451,5,0.06691581954931551
1893,1893_0098,194,0.0,0.0,0.0,0.0,0.15985520902484615,0.0,5,0.15985520902484615
1893,1893_0100,223,0.0016637716473954817,0.0,0.025877838416884957,0.0,0.07141399142947097,0.0,5,0.07141399142947097
1893,1893_0104,188,0.0005497011587526125,0.0,0.09753850575726221,8.03758327156917e-05,0.015802662497365044,0.0,3,0.09753850575726221
1893,1893_0105,255,0.021219111474967186,0.00611758210331932,0.07623655356576742,0.0,0.02695776252811788,0.0,3,0.07623655356576742
1893,1893_0106,171,0.0,0.002192769202431225,0.0,0.0,0.15513800250900836,0.008323360401715163,5,0.15513800250900836
1893,1893_0107,246,0.0,0.01220219701518791,0.06876145957756855,0.0,0.03243006902588561,0.0002496702774545714,3,0.06876145957756855
1893,1893_0108,207,0.0027954943725348857,0.0033499350891943724,0.07846356533030412,0.0030706909591177727,0.011412148746520204,0.0,3,0.07846356533030412
1893,1893_0109,186,0.0,0.0,0.0,0.0,0.1455358268481571,0.0,5,0.1455358268481571
1894,1894_0002,180,0.0,0.05509099396653341,0.0,0.005443762822300646,0.0,0.0003120103675400766,2,0.05509099396653341
1894,1894_0007,230,0.0,0.0,0.0,0.1335374048637019,0.0,0.0,4,0.1335374048637019
1894,1894_0008,210,0.0,0.010628879886924486,0.0,0.09666985851389809,0.003088815642489806,0.006821449384678781,4,0.09666985851389809
1894,1894_0010,183,0.0,0.029031367346699716,0.0,0.039620141247681144,0.028588714577219843,0.019256810594798904,4,0.039620141247681144
1894,1894_0011,170,0.0014927656612021042,0.04573894486855882,0.01149579505663128,0.025357640148181402,0.0045112433402117345,0.0,2,0.04573894486855882
1894,1894_0013,171,0.0009113843859249086,0.10287043087254653,0.0,0.0,0.0,0.006939459668283002,2,0.10287043087254653
1894,1894_0014,188,0.0,0.10640098855473501,0.0,0.0,0.0,0.0,2,0.10640098855473501
1894,1894_0020,177,0.005227928158875572,0.11067629586074058,0.0,0.0,0.0,0.0,2,0.11067629586074058
1894,1894_0021,172,0.03065995702670373,0.04695374946284846,0.005632803392784804,0.004539639925204557,0.007795443472097633,0.0,2,0.04695374946284846
1894,1894_0022,177,0.010198310978675061,0.11495064057540386,0.0,0.0,0.0,0.0,2,0.11495064057540386
1894,1894_0023,110,0.008979795134733232,0.0972795972466532,0.0,0.0034020871898572725,0.0,0.0,2,0.0972795972466532
1894,1894_0024,197,0.013334453115339326,0.07757836168033501,0.0020719751062373178,0.016087436266074093,0.0,0.008237643160202394,2,0.07757836168033501
1894,1894_0025,242,5.291040015291555e-05,0.1277834717134007,0.0,0.0,0.0,0.0,2,0.1277834717134007
1894,1894_0026,173,0.0,0.07220647299572479,0.0012613134347659485,0.014601684768196488,0.0,0.0,2,0.07220647299572479
1894,1894_0027,170,0.0,0.1040002052115249,0.0,0.0,0.0,0.0,2,0.1040002052115249
1894,1894_0029,182,0.0,0.11113268805759466,0.0,0.0,0.0,0.007015422167303505,2,0.11113268805759466
1894,1894_0030,172,0.0,0.08596242433656397,0.00015507266657907337,0.02687445430318289,0.0,0.010638703408621268,2,0.08596242433656397
1894,1894_0031,170,0.0,0.09322398735707446,0.0008570369344041758,0.005334079433939691,0.0,0.004956209280850817,2,0.09322398735707446
1894,1894_0050,178,0.0,0.0,0.0,0.0,0.0,0.23733844713559124,6,0.23733844713559124
1894,1894_0053,171,0.1561795174734795,0.0,0.0,0.0,0.0,0.0,1,0.1561795174734795
1894,1894_0054,176,0.16900266036573805,0.0,0.0012494736344243155,0.0,0.0,0.0,1,0.16900266036573805
1894,1894_0055,173,0.17994188784196086,0.0,0.0,0.0,0.0,0.0,1,0.17994188784196086
1894,1894_0056,170,0.13593457067521827,0.0,0.0,0.0,0.0,0.0004570221737528263,1,0.13593457067521827
1894,1894_0057,175,0.17469297412585216,0.0,0.0005903633159006447,0.0,0.0,0.0,1,0.17469297412585216
1894,1894_0059,173,0.15766332875917521,0.020936244239181678,0.0,0.002807053398607836,0.0,0.0010151879696084726,1,0.15766332875917521
1895,1895_0002,184,0.0,0.06869852985087681,0.0,0.023784037670377255,0.0,0.0,2,0.06869852985087681
1895,1895_0006,173,0.004977753967129312,0.01322565569805412,0.0,0.09318601790677745,0.0,0.004344882747423566,4,0.09318601790677745
1895,1895_0008,170,0.0,0.0352207323146026,0.0,0.11133820126300845,0.002154543284757767,1.7602602411828725e-05,4,0.11133820126300845
1895,1895_0009,255,0.0,0.05797164213834823,0.0,0.07001261123800412,0.008566535098992538,0.0,4,0.07001261123800412
1895,1895_0010,168,0.0,0.09937888435177246,0.0,0.02539055652109003,0.0,0.0,2,0.09937888435177246
1895,1895_0011,176,0.0,0.0,0.00026083493167824523,0.12733936743981664,0.008291893005556147,0.009674377082822252,4,0.12733936743981664
1895,1895_0012,181,0.0,0.0,0.0,0.16177082200092024,0.0,0.0,4,0.16177082200092024
1895,1895_0014,195,0.0,0.038449727515887065,0.0,0.10455588918014917,0.0,0.0,4,0.10455588918014917
1895,1895_0027,182,0.0,0.0,0.0,0.15333643382822743,0.0,0.0,4,0.15333643382822743
1895,1895_0029,174,0.003237603722592485,0.023144420035200088,0.012194984998623126,0.04656361320652152,0.004065449140710668,0.045681988243197615,4,0.04656361320652152
1895,1895_0030,171,0.0,0.07654191643953145,0.0019481206120955533,0.0037009597813029284,0.0,0.005822809789724869,2,0.07654191643953145
1895,1895_0033,172,0.0045902328921966955,0.08303634902217456,0.001827366217574308,0.003056218243820733,0.0,0.0,2,0.08303634902217456
1895,1895_0034,194,0.0,0.10804406454765081,0.003489770319528217,0.0,0.0,0.004881399666784491,2,0.10804406454765081
1895,1895_0037,171,8.254244347409246e-05,0.05313573883131026,0.014032104970712495,0.012697161908200999,0.0,0.0,2,0.05313573883131026
1895,1895_0038,181,6.758192853641296e-06,0.05706461129155727,0.009600104732897165,0.010663150260143207,0.012338345646083803,0.0012369106147006516,2,0.05706461129155727
1895,1895_0044,172,0.0028511860567387768,0.04193988225499841,0.02172039872056459,0.01743622623092181,0.02649824026665705,0.005290310232073028,2,0.04193988225499841
1895,1895_0045,199,0.005198335731141723,0.014845865656174273,0.0,0.017898100448789804,0.0914027226308121,0.0019231027934480168,5,0.0914027226308121
1895,1895_0046,175,0.011143111613787952,0.0,0.0,0.06568161771730786,0.06535055151284618,0.0,4,0.06568161771730786
1895,1895_0047,169,0.005260369342145,0.04879418030326207,0.004234126771724325,0.013158542092254965,0.01994840897444379,0.0,2,0.04879418030326207
1895,1895_0048,131,0.0,0.0,0.0,0.03259198801227818,0.060330940470112775,0.0,5,0.060330940470112775
1895,1895_0049,196,0.0021035300791322513,0.0,0.0,0.009731091410024453,0.09243290358930294,0.0,5,0.09243290358930294
1895,1895_0050,217,0.03430400181928048,0.028121241465777946,0.009706768441981383,0.008008647794673515,0.04083869714435011,0.005224399084534574,5,0.04083869714435011
1895,1895_0051,173,0.0030749206491504748,0.03888805252518872,0.0,0.0,0.051620181423422236,0.00475877693700202,5,0.051620181423422236
1895,1895_0067,196,0.0,0.0,0.0,0.020347641617740827,0.0,0.23950421902077113,6,0.23950421902077113
1895,1895_0073,173,0.12221350193446535,0.004502453067216502,0.0019767179928787478,0.0,0.008212469522398905,0.0,1,0.12221350193446535
1895,1895_0074,181,0.17777605895577622,0.0,0.0,0.010569643965637206,0.0,0.0,1,0.17777605895577622
1895,1895_0075,187,0.15491082521167399,0.0,0.0,0.0,0.005554985056303449,0.0,1,0.15491082521167399
1895,1895_0076,173,0.18138667319068083,0.0,0.0005155648939334434,0.0,0.0,0.0,1,0.18138667319068083
1896,1896_0008,170,0.0,0.003002484468639929,0.008206941057081854,0.12318180713588418,0.0,0.0,4,0.12318180713588418
1896,1896_0009,194,0.0,0.0007284325886017699,0.0,0.11623186584122197,0.0,0.0,4,0.11623186584122197
1896,1896_0010,176,0.0,0.01141795498096788,0.0,0.10480518963735595,0.0,0.0,4,0.10480518963735595
1896,1896_0011,208,0.0,0.0,0.0,0.15498664423068897,0.0,0.0,4,0.15498664423068897
1896,1896_0013,190,0.0,0.0,0.0,0.15001807279925142,0.0,0.0,4,0.15001807279925142
1896,1896_0014,177,0.004787455360647971,0.006239953907199744,0.0,0.05947394363950644,0.007703486256305612,0.0030193847044035,4,0.05947394363950644
1896,1896_0015,172,0.014763327736734817,0.011650584382893113,0.00817110298592641,0.053787129515676435,0.0005126307290471908,0.0001423888782802238,4,0.053787129515676435
1896,1896_0016,229,0.011799409989989212,0.007444648218919618,0.003740053347561832,0.036426702020697484,0.010006356955506552,0.0011145814646543529,4,0.036426702020697484
1896,1896_0017,176,0.0,0.028823659534292983,0.0,0.08004753790839148,0.004396239610292343,0.00937778801699556,4,0.08004753790839148
1896,1896_0018,170,0.004291760487256298,0.08024282184260687,0.0,0.017237653133819433,0.0,0.0,2,0.08024282184260687
1896,1896_0019,193,8.675799714177881e-05,0.07435881684447464,0.011479738068197208,0.013083976599390323,0.0,0.00324867096549037,2,0.07435881684447464
1896,1896_0020,181,0.0026539745157374717,0.022477556689329416,0.0,0.06642353631411278,0.0,0.02254650727532014,4,0.06642353631411278
1896,1896_0021,183,0.029403590546478967,0.062340671089405914,0.0,0.0,0.027584169172347746,0.011528208557247425,2,0.062340671089405914
1896,1896_0022,182,0.016216692357998316,0.027516476559639763,0.005562938824027111,0.013301053632652117,0.035341489890529376,0.0,5,0.035341489890529376
1896,1896_0023,171,0.00930047096840135,0.03252246527833032,0.003007176286588955,0.003697200829501294,0.016814563171016254,0.0,2,0.03252246527833032
1896,1896_0024,184,0.005762195037237615,0.010855094274408056,0.012703670044953402,0.019324399049917843,0.008524915062960575,0.0033382748104096712,4,0.019324399049917843
1896,1896_0025,188,0.02203272706343817,0.03139120000438041,0.0023824430301011127,0.015110112253166856,0.007956410987756445,0.0061916602510663265,2,0.03139120000438041
1896,1896_0026,175,0.0,0.061362240540762704,0.0,0.022983977771280195,0.008385867893903056,0.0,2,0.061362240540762704
1896,1896_0029,172,0.0,0.10455734680917123,0.0007802553425598764,0.0,0.0,0.00775449152034932,2,0.10455734680917123
1896,1896_0031,177,0.0,0.09097943292305445,0.0,0.0,0.0003337609518283367,0.0,2,0.09097943292305445
1896,1896_0034,185,0.0,0.08084281360949254,0.0,0.0,0.0,0.0027283206755424005,2,0.08084281360949254
1896,1896_0053,186,0.0,0.0,0.0,0.0,0.0,0.2536771523328823,6,0.2536771523328823
1896,1896_0059,174,0.15797712000406477,0.0005525211360686917,0.0,0.0,0.0,0.0,1,0.15797712000406477
1897,1897_0002,180,0.004860998707694457,0.028335872221242932,0.019483748389167853,0.03260559262573752,0.006239407567474721,0.011374345987258457,4,0.03260559262573752
1897,1897_0003,187,0.0029565106723261517,0.012801423338423455,0.0036583807147674463,0.04741469913766238,0.008346452606158194,0.022875211153602595,4,0.04741469913766238
1897,1897_0004,245,0.0,0.08239440694090228,0.000882190148517786,0.01216128947638413,0.0,0.019905167836810338,2,0.08239440694090228
1897,1897_0005,215,0.0,0.08687473526555498,0.01463801388823787,0.0,0.0,0.001093052784627644,2,0.08687473526555498
1897,1897_0006,187,0.0,0.05121802085052884,0.0,0.03820673444409307,0.0,0.0010186828901811028,2,0.05121802085052884
1897,1897_0007,202,0.007813884632909432,0.04117986405180532,0.005746105632890286,0.042948431664544956,0.0,0.0,4,0.042948431664544956
1897,1897_0008,180,0.0,0.05389715498038209,0.012494989834643411,0.017437260181947124,0.0,0.0,2,0.05389715498038209
1897,1897_0009,172,0.0,0.09016654756061017,0.0023362613647528734,0.0,0.0005646684400907071,0.0,2,0.09016654756061017
1897,1897_0015,205,0.0032412046575191404,0.011344987493955353,0.0,0.1009593755503543,0.0,0.0,4,0.1009593755503543
1897,1897_0016,136,0.0,0.0,0.0,0.10588245613531956,0.0,0.0,4,0.10588245613531956
1897,1897_0017,224,0.0,0.023041361551178533,0.0032487102523519455,0.07058906123078569,0.007225094178560535,0.003853445108479037,4,0.07058906123078569
1897,1897_0020,171,0.0003331483436721342,0.0034290607028725517,0.0020889693065405794,0.0878200885031081,9.762632424760288e-05,0.009785492541609183,4,0.0878200885031081
