report_year,passage_id,word_count,topic_1,topic_2,topic_3,topic_4,dominant_topic,dominant_weight
1891,1891_0022,175,0.03536200148630316,0.006494684442590022,0.08219177688659757,0.008995965085143633,3,0.08219177688659757
1891,1891_0023,146,0.011701258109063264,0.03400369454886004,0.053323862679973154,0.0,3,0.053323862679973154
1891,1891_0024,226,0.0005726311549265817,0.037519273477134324,0.047523927775696716,0.0,3,0.047523927775696716
1891,1891_0025,194,0.0033879374254386393,0.032688413971983604,0.09638768225045238,0.0,3,0.09638768225045238
1891,1891_0026,151,0.005371947199143428,0.01018135577381869,0.07392749941301328,0.0,3,0.07392749941301328
1891,1891_0027,114,0.0,0.024424026711840664,0.08507702898860689,0.0,3,0.08507702898860689
1891,1891_0028,234,0.0,0.0,0.12245812462267831,0.0029455740493940594,3,0.12245812462267831
1891,1891_0029,197,0.0,0.0010342697157258338,0.08511693871783459,0.008669424432351996,3,0.08511693871783459
1891,1891_0030,171,0.0027465330919519155,0.025626583250859303,0.08987218917101615,0.0,3,0.08987218917101615
1891,1891_0031,231,0.015311202145387294,0.006582780642708544,0.09044890825546369,0.00024996465154534874,3,0.09044890825546369
1891,1891_0032,227,0.01084468536464501,0.0,0.07416016490177679,0.009218746947479402,3,0.07416016490177679
1891,1891_0033,204,0.012446037293037022,0.011611220178630026,0.09214113466680353,0.0,3,0.09214113466680353
1891,1891_0034,189,0.01455129539231085,0.014736123054608665,0.08682842563540191,0.0,3,0.08682842563540191
1891,1891_0035,244,0.0,0.012726351032114983,0.06279500924790964,0.04322495851611469,3,0.06279500924790964
1891,1891_0036,181,0.0,0.0,0.07883588440826039,0.048700073802441214,3,0.07883588440826039
1891,1891_0037,178,0.0,0.0,0.08020282952472871,0.016662630854392502,3,0.08020282952472871
1891,1891_0038,185,0.0,0.0,0.06718300748490036,0.03538253384085734,3,0.06718300748490036
1891,1891_0039,210,0.0,0.05286620581418096,0.04867494296576285,0.0,2,0.05286620581418096
1891,1891_0040,235,0.009273247465856267,0.027352477782735383,0.08717837735852708,0.0,3,0.08717837735852708
1891,1891_0041,243,0.00021203658364726707,0.0441776674118266,0.06598980881626818,0.0,3,0.06598980881626818
1891,1891_0042,170,0.0014831327253153842,0.08493628923451395,0.00939781261882485,0.006403839716838042,2,0.08493628923451395
1891,1891_0057,186,0.0,0.04300836058370981,0.002629692252286649,0.07409141149159051,4,0.07409141149159051
1891,1891_0058,61,0.0,0.0,0.0,0.07101324955065927,4,0.07101324955065927
1892,1892_0002,200,0.0,0.09599975373719812,0.0,0.005040786141485951,2,0.09599975373719812
1892,1892_0008,183,0.0014228229262049767,0.0002701897028667811,0.0,0.09587306051382252,4,0.09587306051382252
1892,1892_0010,175,0.0,0.012808730520742948,0.0,0.05651814141014585,4,0.05651814141014585
1892,1892_0011,238,0.0029463436549920425,0.015342917165406996,0.0060809977863414905,0.04320816847546474,4,0.04320816847546474
1892,1892_0013,184,0.0,0.024989337489704597,0.001247256146767774,0.05610166554348486,4,0.05610166554348486
1892,1892_0014,186,0.0005875455994450464,0.020153890301911833,0.0,0.07402668215720776,4,0.07402668215720776
1892,1892_0015,180,0.0,0.051142211844661556,0.012455395563880263,0.011221048556582906,2,0.051142211844661556
1892,1892_0016,177,0.0,0.08023637150469602,0.0,0.004351627773552326,2,0.08023637150469602
1892,1892_0017,233,0.0,0.09462312598178833,0.0,0.005633137287912211,2,0.09462312598178833
1892,1892_0018,190,0.0,0.03852881907063781,0.002081605909275691,0.04823508637369789,4,0.04823508637369789
1892,1892_0019,188,0.0,0.02508425479264927,0.015389105241374998,0.021328732177856146,2,0.02508425479264927
1892,1892_0020,199,0.012393318036048002,0.061023868848487706,0.004653583016019466,0.01201804725061841,2,0.061023868848487706
1892,1892_0021,175,0.0,0.06984332689832785,0.011070181083720838,0.011052748262964388,2,0.06984332689832785
1892,1892_0023,173,0.0003597222883814361,0.08001832311246353,0.006081774777827507,0.0008515523528236958,2,0.08001832311246353
1892,1892_0026,219,0.0,0.07912854665184547,0.004035895147122169,0.008734397871724874,2,0.07912854665184547
1892,1892_0027,208,0.010083408843030547,0.07518935076019971,0.004600141712528188,0.013340654646453879,2,0.07518935076019971
1892,1892_0030,183,0.005130219051018283,0.07679823152586718,0.019594584675865008,0.0,2,0.07679823152586718
1892,1892_0031,179,0.011302092162826282,0.06337112692759347,0.016426181377335845,0.004967701867975127,2,0.06337112692759347
1892,1892_0032,222,0.004039790926012103,0.06589715530382882,0.018972670503868874,0.010193738716976758,2,0.06589715530382882
1892,1892_0033,185,0.001112304066010147,0.10022186321529043,0.0,0.005402078205062794,2,0.10022186321529043
1892,1892_0034,185,0.0,0.051021023354899844,0.009174580362579742,0.007015693064612158,2,0.051021023354899844
1893,1893_0010,209,0.0,0.059521125249478134,0.0,0.03628010136516185,2,0.059521125249478134
1893,1893_0011,191,0.0,0.06773409115552081,0.0,0.015206490335475272,2,0.06773409115552081
1893,1893_0017,175,0.0,0.0017212710661649675,0.003352401398107884,0.09762924378766652,4,0.09762924378766652
1893,1893_0022,177,0.01447390177403041,0.07421063930869659,0.0,0.0,2,0.07421063930869659
1893,1893_0023,200,0.0,0.10025161459221202,0.0,0.0,2,0.10025161459221202
1893,1893_0028,177,0.0,0.11284806072206652,0.0,0.0,2,0.11284806072206652
1893,1893_0029,176,0.0,0.10450379506519106,0.0,0.0,2,0.10450379506519106
1893,1893_0031,202,0.04430771341361657,0.03472847444722641,0.008009009101471476,0.01611610902078,1,0.04430771341361657
1893,1893_0032,187,0.0013723179020096944,0.03494703071814553,0.0,0.028418212439997637,2,0.03494703071814553
1893,1893_0052,179,0.007273261819322938,0.0,0.0,0.1306311045573479,4,0.1306311045573479
1893,1893_0053,209,0.007913472863934307,0.030131269122886894,0.050246614236239245,0.0016138175146560025,3,0.050246614236239245
1893,1893_0054,186,0.00544865008673497,0.0,0.08462103690224036,0.0,3,0.08462103690224036
1893,1893_0055,199,0.0020882215437516183,0.00020879790158810069,0.09483971403583667,0.0036333337766294494,3,0.09483971403583667
1893,1893_0056,222,0.0,0.0,0.11415058835762164,0.0,3,0.11415058835762164
1893,1893_0057,209,0.0,0.0,0.10020213776783636,0.0031568562205301774,3,0.10020213776783636
1893,1893_0059,200,0.008697529505789751,0.0013709896195425457,0.10984806899649117,0.0,3,0.10984806899649117
1893,1893_0060,193,0.0035181185638045167,0.0016929730483695143,0.10698389146815111,0.0,3,0.10698389146815111
1893,1893_0061,176,0.0,0.011611465515972311,0.11132222958343058,0.0,3,0.11132222958343058
1893,1893_0062,230,0.008661209196469339,0.01356186684708628,0.10459757985443362,0.0,3,0.10459757985443362
1893,1893_0063,177,0.005280682346993581,0.0,0.09049547892909826,0.0,3,0.09049547892909826
1893,1893_0064,244,0.0012896037751731577,0.0,0.11630428776586528,0.0,3,0.11630428776586528
1893,1893_0065,245,0.000891326068495668,0.0,0.08054820141444376,0.0,3,0.08054820141444376
1893,1893_0066,237,0.0,0.0,0.08876779782427945,0.0,3,0.08876779782427945
1893,1893_0067,136,0.0,0.0,0.0918657190983524,0.0,3,0.0918657190983524
1893,1893_0068,179,0.0,0.0,0.07303439472483303,0.0,3,0.07303439472483303
1893,1893_0069,203,0.0,0.0,0.049244191115091845,0.0065975312522844375,3,0.049244191115091845
1893,1893_0070,205,0.0,0.0,0.11876156056273994,0.0,3,0.11876156056273994
1893,1893_0071,202,0.0,0.0,0.11209751436215025,0.0,3,0.11209751436215025
1893,1893_0072,232,0.0,0.0,0.13260036807609477,0.0,3,0.13260036807609477
1893,1893_0073,224,0.0,0.0,0.12382902984208388,0.0,3,0.12382902984208388
1893,1893_0074,227,0.0,0.0,0.10410950502785536,0.0,3,0.10410950502785536
1893,1893_0075,200,0.0,0.0,0.13022145926173287,0.0,3,0.13022145926173287
1893,1893_0076,240,0.0,0.0,0.12316314214151908,0.0,3,0.12316314214151908
1893,1893_0077,176,0.0,0.0,0.10784655965816543,0.0,3,0.10784655965816543
1893,1893_0078,181,0.0,0.0,0.13952238650636997,0.0,3,0.13952238650636997
1893,1893_0079,198,0.0,0.0,0.1125286750879913,0.0,3,0.1125286750879913
1893,1893_0080,194,0.004982934601795166,0.0,0.11821236565156078,0.0,3,0.11821236565156078
1893,1893_0081,127,0.0,0.0,0.0993481310610076,0.0,3,0.0993481310610076
1893,1893_0082,188,0.0,0.0,0.11163431870897024,0.0,3,0.11163431870897024
1893,1893_0083,140,0.0,0.0,0.0999397133275372,0.0,3,0.0999397133275372
1893,1893_0085,174,0.0,0.007294590704245279,0.12166998390435617,0.0,3,0.12166998390435617
1893,1893_0086,60,0.0,0.06685478716576385,0.033531562953941066,0.0,2,0.06685478716576385
1893,1893_0087,204,0.0,0.03762924584348545,0.05063972709610342,0.0,3,0.05063972709610342
1893,1893_0088,230,0.0,0.019273598450322126,0.06349935858221516,0.003794316058592256,3,0.06349935858221516
1893,1893_0089,117,0.0,0.013218246923591283,0.05207114115380122,0.000405855228201263,3,0.05207114115380122
1893,1893_0090,174,0.0026161011024343384,0.026407157209373092,0.062438445921042016,0.009832739232232553,3,0.062438445921042016
1893,1893_0091,189,0.0,0.01529854846710264,0.0570046973037929,0.013627762876550454,3,0.0570046973037929
1893,1893_0092,237,0.0039039713733186134,0.023675164842947915,0.0795151964006639,0.008362806142795448,3,0.0795151964006639
1893,1893_0093,213,0.01052712785413449,0.0021276269972859514,0.08574315811361095,0.0024801170772450645,3,0.08574315811361095
1893,1893_0094,226,0.011038127385325586,0.006018967637855514,0.07198146986772914,0.0062647863780855495,3,0.07198146986772914
1893,1893_0095,245,0.003180641494369124,0.002370497461661672,0.07750820989092817,0.02846068465159673,3,0.07750820989092817
1893,1893_0096,193,0.0,0.01654923759008891,0.10307743975499915,0.0,3,0.10307743975499915
1893,1893_0097,185,0.0,0.04554891196148704,0.07369851452862038,0.0,3,0.07369851452862038
1893,1893_0098,194,0.0,0.0,0.1164394897338007,0.0,3,0.1164394897338007
1893,1893_0100,223,0.0017017797829483334,0.0,0.08293271767650255,0.0,3,0.08293271767650255
1893,1893_0104,188,0.0,0.0,0.09468457768755927,0.0,3,0.09468457768755927
1893,1893_0105,255,0.01827508324017681,0.0021683180977232555,0.08788945947188173,0.0,3,0.08788945947188173
1893,1893_0106,171,0.0,0.030021733724060615,0.09443304359168941,0.0,3,0.09443304359168941
1893,1893_0107,246,0.0,0.010859047024002253,0.08505406650357959,0.0,3,0.08505406650357959
1893,1893_0108,207,0.0016627302676449002,0.0,0.0776403760138979,0.0,3,0.0776403760138979
1893,1893_0109,186,0.0,0.0,0.11546780970606274,0.0,3,0.11546780970606274
1894,1894_0002,180,0.0,0.04923654277415393,0.0,0.005066682229292541,2,0.04923654277415393
1894,1894_0007,230,0.0,0.00502419560979507,0.0,0.10041832305956483,4,0.10041832305956483
1894,1894_0008,210,0.0,0.013893801340094918,0.000538607295817855,0.08471454096472147,4,0.08471454096472147
1894,1894_0010,183,0.0,0.029886725818467914,0.01917549238023475,0.05188645811573772,4,0.05188645811573772
1894,1894_0011,170,0.000980388633496484,0.04202110894920713,0.012618923216465757,0.020806640468819127,2,0.04202110894920713
1894,1894_0013,171,0.0014293301752405251,0.09339479631432723,0.0,0.0,2,0.09339479631432723
1894,1894_0014,188,0.0,0.09550253472728022,0.0,0.0,2,0.09550253472728022
1894,1894_0020,177,0.004885008861473513,0.10054045511521707,0.0,0.0,2,0.10054045511521707
1894,1894_0021,172,0.02826802694594025,0.04768773466344764,0.007560406589920877,0.0,2,0.04768773466344764
1894,1894_0022,177,0.009257129310631674,0.10480884174620723,0.0,0.0,2,0.10480884174620723
1894,1894_0023,110,0.007942202236939807,0.09137879286460328,0.0,0.0,2,0.09137879286460328
1894,1894_0024,197,0.012232613616398469,0.06966371727819966,0.0,0.0208772305589502,2,0.06966371727819966
1894,1894_0025,242,8.501753670764456e-05,0.11601828576091358,0.0,0.0,2,0.11601828576091358
1894,1894_0026,173,0.0,0.06723375213252993,0.0,0.011162805384988853,2,0.06723375213252993
1894,1894_0027,170,0.0,0.09235536341888813,0.0,0.0,2,0.09235536341888813
1894,1894_0029,182,0.0,0.09730985703577143,0.0,0.008383532131235908,2,0.09730985703577143
1894,1894_0030,172,0.0,0.0765630772030446,0.0,0.032834816702646145,2,0.0765630772030446
1894,1894_0031,170,0.0,0.08019791946283927,0.0,0.01289270433242975,2,0.08019791946283927
1894,1894_0050,178,0.0,0.0,0.0,0.15134745122928708,4,0.15134745122928708
1894,1894_0053,171,0.142515151297846,0.0,0.0,0.0,1,0.142515151297846
1894,1894_0054,176,0.15406417425031496,0.0,0.0,0.0,1,0.15406417425031496
1894,1894_0055,173,0.16400745875712086,0.0,0.0,0.0,1,0.16400745875712086
1894,1894_0056,170,0.12429870967954142,0.0,0.0,0.0,1,0.12429870967954142
1894,1894_0057,175,0.15935001099950277,0.0,0.0,0.0,1,0.15935001099950277
1894,1894_0059,173,0.1437894032678325,0.019277692998600368,0.0,0.0022788845656364944,1,0.1437894032678325
1895,1895_0002,184,0.0,0.06544781989202687,0.0,0.01606728887475686,2,0.06544781989202687
1895,1895_0006,173,0.0031487506461690203,0.01597406533479184,0.0,0.07951942218083702,4,0.07951942218083702
1895,1895_0008,170,0.0,0.045524963472733215,0.0,0.08065169195470698,4,0.08065169195470698
1895,1895_0009,255,0.0,0.07166125718553798,0.00035394318305358483,0.03838667937774267,2,0.07166125718553798
1895,1895_0010,168,0.0,0.09741867434689731,0.0,0.012170729499002938,2,0.09741867434689731
1895,1895_0011,176,0.0,0.0,0.005985058908502142,0.11223155103701024,4,0.11223155103701024
1895,1895_0012,181,0.0,0.0,0.0,0.12005974570684831,4,0.12005974570684831
1895,1895_0014,195,0.0,0.050139525508089096,0.0,0.06554439931753712,4,0.06554439931753712
1895,1895_0027,182,0.0,0.0,0.0,0.10959054405722693,4,0.10959054405722693
1895,1895_0029,174,0.0032311014586627047,0.014995796436596738,0.013224426112572985,0.07742981887832709,4,0.07742981887832709
1895,1895_0030,171,0.0,0.06642370750180791,0.0,0.010528999672836731,2,0.06642370750180791
1895,1895_0033,172,0.0042383346789475074,0.07717449305075808,0.0,0.0,2,0.07717449305075808
1895,1895_0034,194,0.0,0.09409379939836443,0.0,0.008668222893171712,2,0.09409379939836443
1895,1895_0037,171,0.0,0.05330353085493289,0.00794699970454984,0.004945060479481718,2,0.05330353085493289
1895,1895_0038,181,5.012974855635036e-06,0.05883690400960366,0.01459461343537545,0.005028195385899237,2,0.05883690400960366
1895,1895_0044,172,0.0026702416174800457,0.04806616632822605,0.033597880389294246,0.013422004479710491,2,0.04806616632822605
1895,1895_0045,199,0.006027768535563254,0.037514615184259366,0.05592705393083571,0.014202692601790677,3,0.05592705393083571
1895,1895_0046,175,0.011135251122156603,0.01465901328791029,0.04332485135913537,0.048444725514271474,4,0.048444725514271474
1895,1895_0047,169,0.004731542938962082,0.05651577646848306,0.015475389019545082,0.0012749317601833201,2,0.05651577646848306
1895,1895_0048,131,0.00035577109112793496,0.01186702761441764,0.035277976784575706,0.028107835079688767,3,0.035277976784575706
1895,1895_0049,196,0.00332654649409404,0.015150577939088559,0.06415750886008179,0.007074459907782589,3,0.06415750886008179
1895,1895_0050,217,0.031583579964603474,0.036625139967616634,0.03624629822241481,0.007151605039154691,2,0.036625139967616634
1895,1895_0051,173,0.004428899387208491,0.0461464153106234,0.029412237210978524,0.003463678153820886,2,0.0461464153106234
1895,1895_0067,196,0.0,0.0,0.0,0.17553596783066,4,0.17553596783066
1895,1895_0073,173,0.11134770204760586,0.004457049458265323,0.00908007946598573,0.0,1,0.11134770204760586
1895,1895_0074,181,0.1619047280629436,0.0,0.0,0.00846873746332079,1,0.1619047280629436
1895,1895_0075,187,0.14145202434853138,0.0,0.003937686804357013,0.0,1,0.14145202434853138
1895,1895_0076,173,0.16528471166110506,0.0,0.00039225339447891276,0.0,1,0.16528471166110506
1896,1896_0008,170,0.0,0.011173104269933749,0.005641665974658945,0.09202562365998414,4,0.09202562365998414
1896,1896_0009,194,0.0,0.01520368792577033,0.0,0.07509922970650616,4,0.07509922970650616
1896,1896_0010,176,0.0,0.018642759004942507,0.0,0.07534910709429572,4,0.07534910709429572
1896,1896_0011,208,0.0,0.013024106785241032,0.0,0.11110393943031836,4,0.11110393943031836
1896,1896_0013,190,0.0,0.0,0.0,0.10494899282822165,4,0.10494899282822165
1896,1896_0014,177,0.0037414460866119327,0.01267559041780908,0.004090304105472689,0.045987960814384776,4,0.045987960814384776
1896,1896_0015,172,0.012431500181976333,0.015570150363612697,0.006404916807045857,0.040154569976489515,4,0.040154569976489515
1896,1896_0016,229,0.009994511264948654,0.011787602497864617,0.010187330914906428,0.028694252212265743,4,0.028694252212265743
1896,1896_0017,176,0.0,0.031054174107617884,0.0,0.07377148307755856,4,0.07377148307755856
1896,1896_0018,170,0.0038230909687849133,0.07547179797808282,0.0,0.009394737502006756,2,0.07547179797808282
1896,1896_0019,193,0.00030584085527989117,0.06891703412888804,0.006301936711462147,0.01168513273102343,2,0.06891703412888804
1896,1896_0020,181,0.001989345441761124,0.01756563461288853,0.0,0.07539838208626652,4,0.07539838208626652
1896,1896_0021,183,0.02818716461934062,0.06561587113363632,0.015480166095939683,0.0025206252025996405,2,0.06561587113363632
1896,1896_0022,182,0.014641203216347308,0.03572647113664956,0.03151684732272228,0.0030405433240323116,2,0.03572647113664956
1896,1896_0023,171,0.008485105568487134,0.03436531872500014,0.015093150862486356,0.0,2,0.03436531872500014
1896,1896_0024,184,0.004998046127484014,0.012184473326552595,0.01642534467900209,0.016736820710120535,4,0.016736820710120535
1896,1896_0025,188,0.02036608033937594,0.0315882621580137,0.005963244729156815,0.01566392710159613,2,0.0315882621580137
1896,1896_0026,175,0.0,0.0645213810293998,0.0011605945518196451,0.01428220847639236,2,0.0645213810293998
1896,1896_0029,172,0.0,0.09346789686162252,0.0,0.006437963586435235,2,0.09346789686162252
1896,1896_0031,177,0.0,0.08160432483935771,0.0,0.0,2,0.08160432483935771
1896,1896_0034,185,0.0,0.07267427643871,0.0,0.0014251584893998802,2,0.07267427643871
1896,1896_0053,186,0.0008955863265059557,0.0,0.0,0.15969624061008628,4,0.15969624061008628
1896,1896_0059,174,0.14401629594244983,0.0,0.0,0.0,1,0.14401629594244983
1897,1897_0002,180,0.004091501188062851,0.02198925281386337,0.02064449089580369,0.04085864974280477,4,0.04085864974280477
1897,1897_0003,187,0.002474762049350914,0.009726069758666564,0.008208277540530875,0.061862903306813044,4,0.061862903306813044
1897,1897_0004,245,0.0,0.07120678425026628,0.0,0.028347701407417845,2,0.07120678425026628
1897,1897_0005,215,0.0,0.07828751678901963,0.007277031612965982,0.0,2,0.07828751678901963
1897,1897_0006,187,0.0,0.05078890765929825,0.0,0.029305545099754766,2,0.05078890765929825
1897,1897_0007,202,0.007020891977052156,0.0443566682863656,0.0,0.025269810952134236,2,0.0443566682863656
1897,1897_0008,180,0.0,0.05298872462516846,0.008866465179037483,0.0068008715937679775,2,0.05298872462516846
1897,1897_0009,172,0.0,0.08264927325853377,0.0,0.0,2,0.08264927325853377
1897,1897_0015,205,0.0016827373416223963,0.021299066400139968,0.0,0.07048364377131842,4,0.07048364377131842
1897,1897_0016,136,0.0,0.0,0.0,0.07687825967931422,4,0.07687825967931422
1897,1897_0017,224,0.0,0.030300289577758002,0.005961703213215445,0.05314532712951661,4,0.05314532712951661
1897,1897_0020,171,0.0,0.0056654723975609845,0.0011908097651827415,0.08024806142893678,4,0.08024806142893678
1897,1897_0021,196,0.0005964898538945465,0.10350574511748373,0.0,0.0,2,0.10350574511748373
1897,1897_0022,186,0.005014679848694586,0.07295094504368466,0.0,0.0,2,0.07295094504368466
1897,1897_0023,188,0.020668628883036506,0.04399084301684556,0.0,0.0,2,0.04399084301684556
1897,1897_0024,187,0.005424727893981253,0.0917285951164447,0.0,0.0,2,0.0917285951164447
1897,1897_0054,195,0.0,0.012489534962677278,0.01597766958174082,0.05816572376588645,4,0.05816572376588645
1897,1897_0055,197,0.0,0.030309732564817185,0.014515079193552646,0.07288304310278233,4,0.07288304310278233
1897,1897_0056,181,0.010359328009247661,0.009503041851862364,0.017756543557841842,0.062056278063799,4,0.062056278063799
1897,1897_0058,181,0.1704760971497699,0.0,0.0,0.0,1,0.1704760971497699
1897,1897_0059,171,0.16075906747405974,0.0,0.0,0.0,1,0.16075906747405974
1897,1897_0060,74,0.10904307455675814,0.0037152883237505977,0.0009556133436825004,0.00569111004653873,1,0.10904307455675814
1898,1898_0003,154,0.0,0.02853619006850403,0.007019790557740719,0.06513211893503898,4,0.06513211893503898
1898,1898_0004,161,0.0,0.04921257065484437,0.0003864557079452687,0.047891873667523906,2,0.04921257065484437
1898,1898_0005,214,0.0,0.03252794994583499,0.007341750924101106,0.061504339118524036,4,0.061504339118524036
1898,1898_0006,209,0.0,0.05716118575148227,0.0,0.018401530395300503,2,0.05716118575148227
1898,1898_0007,178,0.0075326960966599675,0.07687665425109913,0.0,0.0,2,0.07687665425109913
1898,1898_0008,194,0.019004504428622403,0.06836019333933636,0.007354892303492414,0.0,2,0.06836019333933636
1898,1898_0009,200,0.015749674689397152,0.045145127413485725,0.006982439353742488,0.028641310406643646,2,0.045145127413485725
1898,1898_0010,176,0.012907229082699421,0.02757691915774429,0.0,0.059018532307879144,4,0.059018532307879144
1898,1898_0018,189,0.0,0.0,0.0,0.11060647731163142,4,0.11060647731163142
1898,1898_0023,185,0.0,0.07169122363757996,0.0,0.0033215120530367863,2,0.07169122363757996
1898,1898_0046,178,0.013589765306947806,0.0,0.0,0.13465416162469573,4,0.13465416162469573
1898,1898_0048,172,0.02390125663581507,0.02865593781377898,0.0,0.00967635559588339,2,0.02865593781377898
1898,1898_0049,172,0.12999821045766605,0.006048242378155205,0.0,0.008365200427885904,1,0.12999821045766605
1899,1899_0002,174,0.0,0.07917564401233726,0.0,0.003140570728358939,2,0.07917564401233726
1899,1899_0003,214,0.0,0.09052965921155562,0.0038324361531346463,0.0,2,0.09052965921155562
1899,1899_0004,187,0.0,0.06723690487209051,0.0075571357355720065,0.0,2,0.06723690487209051
1899,1899_0005,211,0.0,0.06238239521423586,0.00755406825343335,0.01053838897857168,2,0.06238239521423586
1899,1899_0006,171,0.0,0.10741431730803529,0.0,0.00339370728827598,2,0.10741431730803529
1899,1899_0007,173,0.0,0.08392158221135916,0.0,0.011267620216289582,2,0.08392158221135916
1899,1899_0008,179,0.0002451576706973778,0.07496349915894557,0.0003705012409973987,0.008462349990505122,2,0.07496349915894557
1899,1899_0015,185,0.0,0.0,0.0,0.11532420629121237,4,0.11532420629121237
1899,1899_0016,179,0.0,0.05419570427988658,0.0,0.04618751581582093,2,0.05419570427988658
1899,1899_0017,171,0.0,0.012662442294256207,0.0067935258877244355,0.05865233821840407,4,0.05865233821840407
1899,1899_0020,170,0.0,0.05478201020047583,0.0,0.02948433824819487,2,0.05478201020047583
1899,1899_0024,218,0.006026533132385749,0.05477487270284999,0.01916265302162689,0.0060650519324857936,2,0.05477487270284999
1899,1899_0025,223,0.0051884657240087026,0.04378150771107458,0.03417672753239314,0.0,2,0.04378150771107458
1899,1899_0026,80,0.007551021255673104,0.023755040125754044,0.023699523922414693,0.006691853484547628,2,0.023755040125754044
1899,1899_0027,192,0.0,0.02338416586193922,0.02545077188238774,0.0,3,0.02545077188238774
1899,1899_0028,221,0.0,0.025050579373294128,0.03908168575011808,0.0,3,0.03908168575011808
1899,1899_0029,175,0.0,0.01603545987886079,0.05778562364308624,0.0,3,0.05778562364308624
1899,1899_0030,178,0.0005318675070274952,0.025424501390929246,0.044560683406405,0.0003807168967574411,3,0.044560683406405
1899,1899_0031,243,0.0013870288529634783,0.0228816186964802,0.06478378435727496,0.0,3,0.06478378435727496
1899,1899_0032,178,0.0032168880919727846,0.0665826501637522,0.0053219275779673465,0.0018520596776206153,2,0.0665826501637522
1899,1899_0033,192,0.0035854225906344233,0.09238100722170381,0.0,0.0,2,0.09238100722170381
1899,1899_0034,182,0.0,0.0706172889187635,0.010932638897861105,0.0,2,0.0706172889187635
1899,1899_0035,193,0.0,0.12976632601179314,0.0,0.0,2,0.12976632601179314
1899,1899_0037,170,0.008678857402922726,0.07135130457049393,0.0019379927749929723,0.0,2,0.07135130457049393
1899,1899_0038,183,0.005710269582974423,0.10827578529437812,0.0,0.0,2,0.10827578529437812
1899,1899_0062,182,0.0,0.0,0.0,0.16724725978391916,4,0.16724725978391916
1899,1899_0066,171,0.12116301174523719,0.0,0.0,0.0,1,0.12116301174523719
1899,1899_0068,170,0.13944009771121357,0.0,0.0,0.0,1,0.13944009771121357
