k,seed_a,seed_b,mean_cosine,median_cosine,min_cosine,mean_top12_jaccard,min_top12_jaccard
5,1,21,0.7778862617800605,0.9758910101747506,0.04881906006407596,0.6320879120879122,0.0
5,1,42,0.9999999999958786,0.9999999999963604,0.9999999999918084,1.0,1.0
5,1,84,0.7711903040281323,0.9064590760213556,0.13645657126714106,0.47784166298098185,0.0
5,1,100,0.7778857362909088,0.9758914266869279,0.04881978373435234,0.6320879120879122,0.0
5,21,42,0.7778860238777506,0.9758910616988176,0.048819029242294934,0.6320879120879122,0.0
5,21,84,0.5832189160582479,0.8135665097013626,0.05065623683534985,0.3333333333333333,0.0
5,21,100,0.9999999980938762,0.9999999996426704,0.999999993490071,1.0,1.0
5,42,84,0.7711900317663595,0.9064592831708301,0.13645583367247716,0.47784166298098185,0.0
5,42,100,0.7778854983651132,0.9758914782580319,0.04881975289936268,0.632087912087912,0.0
5,84,100,0.5832213553416865,0.8135841940453982,0.05065700926733629,0.3333333333333333,0.0
