report_id,report_year,place_id,standard_name,matched_variants,category,term,window_words,cooccurrence_count
b19883651,1890,P018,Commercial Street,commercial street,sanitary,drains,50,1
b19883651,1890,P018,Commercial Street,commercial street,housing,houses,50,2
b19883651,1890,P019,George Yard,george yard,disease,fever,50,3
b19883651,1890,P019,George Yard,george yard,disease,scarlet fever,50,1
b19883651,1890,P019,George Yard,george yard,disease,typhus,50,1
b19883651,1890,P019,George Yard,george yard,disease,measles,50,1
b19883651,1890,P019,George Yard,george yard,disease,diphtheria,50,1
b19883651,1890,P019,George Yard,george yard,housing,houses,50,1
b19883651,1890,P019,George Yard,george yard,housing,rooms,50,2
b19883651,1890,P020,Thrawl Street,thrawl street,disease,fever,50,9
b19883651,1890,P020,Thrawl Street,thrawl street,disease,scarlet fever,50,3
b19883651,1890,P020,Thrawl Street,thrawl street,disease,typhus,50,3
b19883651,1890,P020,Thrawl Street,thrawl street,disease,measles,50,3
b19883651,1890,P020,Thrawl Street,thrawl street,disease,diphtheria,50,3
b19883651,1890,P022,Mile End Old Town,mile end old town,disease,fever,50,1
b19883663,1891,P001,Whitechapel Road,whitechapel road,housing,houses,50,3
b19883663,1891,P002,Whitechapel High Street,whitechapel high street,sanitary,refuse,50,1
b19883663,1891,P003,Brick Lane,brick lane,housing,houses,50,2
b19883663,1891,P004,Commercial Road,commercial road,disease,fever,50,6
b19883663,1891,P004,Commercial Road,commercial road,disease,scarlet fever,50,2
b19883663,1891,P004,Commercial Road,commercial road,disease,typhus,50,2
b19883663,1891,P004,Commercial Road,commercial road,disease,measles,50,1
b19883663,1891,P004,Commercial Road,commercial road,disease,diphtheria,50,1
b19883663,1891,P006,Wentworth Street,wentworth street,housing,houses,50,2
b19883663,1891,P007,Flower and Dean Street,flower and dean street,housing,houses,50,2
b19883663,1891,P008,Dorset Street,dorset street,disease,fever,50,1
b19883663,1891,P008,Dorset Street,dorset street,disease,measles,50,1
b19883663,1891,P008,Dorset Street,dorset street,disease,diphtheria,50,1
