report_id,report_year,place_id,standard_name,place_type,surface_form,start,end
b19883687,1895,P009,Hanbury Street,street,hanbury street,103545,103559
b19883687,1895,P006,Wentworth Street,street,wentworth street,105801,105817
b18038244,1896,P004,Commercial Road,street,commercial road,597,612
b18038244,1896,P013,Mile End,district/place,mile end,2294,2302
b18038244,1896,P012,Spitalfields,district/place,spitalfields,2329,2341
b18038244,1896,P016,London Hospital,institution,london hospital,2988,3003
b18038244,1896,P012,Spitalfields,district/place,spitalfields,3970,3982
b18038244,1896,P014,Mile End New Town,district/place,mile end new town,4023,4040
b18038244,1896,P016,London Hospital,institution,london hospital,9613,9628
b18038244,1896,P012,Spitalfields,district/place,spitalfields,30331,30343
b18038244,1896,P014,Mile End New Town,district/place,mile end new town,30372,30389
b18038244,1896,P012,Spitalfields,district/place,spitalfields,31066,31078
b18038244,1896,P014,Mile End New Town,district/place,mile end new town,31125,31142
b18038244,1896,P016,London Hospital,institution,london hospital,31769,31784
b18038244,1896,P012,Spitalfields,district/place,spitalfields,32155,32167
b18038244,1896,P014,Mile End New Town,district/place,mile end new town,32217,32234
b18038244,1896,P003,Brick Lane,street,brick lane,33776,33786
b18038244,1896,P018,Commercial Street,street,commercial street,33815,33832
b18038244,1896,P008,Dorset Street,street,dorset street,33860,33873
b18038244,1896,P008,Dorset Street,street,dorset street,33900,33913
b18038244,1896,P008,Dorset Street,street,dorset street,33939,33952
b18038244,1896,P008,Dorset Street,street,dorset street,33977,33990
b18038244,1896,P008,Dorset Street,street,dorset street,34021,34034
b18038244,1896,P020,Thrawl Street,street,thrawl street,34041,34054
b18038244,1896,P020,Thrawl Street,street,thrawl street,34092,34105
b18038244,1896,P007,Flower and Dean Street,street,flower and dean street,34112,34134
b18038244,1896,P001,Whitechapel Road,street,whitechapel road,34315,34331
b18038244,1896,P009,Hanbury Street,street,hanbury street,34337,34351
b18038244,1896,P006,Wentworth Street,street,wentworth street,34357,34373
b18038244,1896,P006,Wentworth Street,street,wentworth street,34399,34415
b18038244,1896,P010,Leman Street,street,leman street,34423,34435
b18038244,1896,P010,Leman Street,street,leman street,34442,34454
b18038244,1896,P003,Brick Lane,street,brick lane,34591,34601
b18038244,1896,P018,Commercial Street,street,commercial street,34624,34641
b18038244,1896,P008,Dorset Street,street,dorset street,34647,34660
b18038244,1896,P007,Flower and Dean Street,street,flower and dean street,34667,34689
b18038244,1896,P019,George Yard,street/place,george yard,34712,34723
b18038244,1896,P009,Hanbury Street,street,hanbury street,34808,34822
b18038244,1896,P010,Leman Street,street,leman street,34864,34876
b18038244,1896,P014,Mile End New Town,district/place,mile end new town,35000,35017
b18038244,1896,P020,Thrawl Street,street,thrawl street,35020,35033
b18038244,1896,P006,Wentworth Street,street,wentworth street,35086,35102
b18038244,1896,P001,Whitechapel Road,street,whitechapel road,35108,35124
b18038244,1896,P016,London Hospital,institution,london hospital,35229,35244
b18038244,1896,P016,London Hospital,institution,london hospital,38586,38601
b18038244,1896,P013,Mile End,district/place,mile end,38818,38826
b18038244,1896,P001,Whitechapel Road,street,whitechapel road,39840,39856
b18038244,1896,P009,Hanbury Street,street,hanbury street,39871,39885
b18038244,1896,P001,Whitechapel Road,street,whitechapel road,39967,39983
b18038244,1896,P010,Leman Street,street,leman street,40004,40016
b18038244,1896,P018,Commercial Street,street,commercial street,40069,40086
b18038244,1896,P001,Whitechapel Road,street,whitechapel road,40192,40208
b18038244,1896,P016,London Hospital,institution,london hospital,41968,41983
b18038244,1896,P012,Spitalfields,district/place,spitalfields,42792,42804
b18038244,1896,P013,Mile End,district/place,mile end,43542,43550
b18038244,1896,P016,London Hospital,institution,london hospital,46628,46643
b18038244,1896,P012,Spitalfields,district/place,spitalfields,51162,51174
b18038244,1896,P014,Mile End New Town,district/place,mile end new town,51291,51308
b18038244,1896,P016,London Hospital,institution,london hospital,51733,51748
b18038244,1896,P012,Spitalfields,district/place,spitalfields,52009,52021
b18038244,1896,P014,Mile End New Town,district/place,mile end new town,52022,52039
b18038244,1896,P012,Spitalfields,district/place,spitalfields,52464,52476
b18038244,1896,P014,Mile End New Town,district/place,mile end new town,52477,52494
b18038244,1896,P012,Spitalfields,district/place,spitalfields,52828,52840
b18038244,1896,P014,Mile End New Town,district/place,mile end new town,52841,52858
b18038244,1896,P016,London Hospital,institution,london hospital,52900,52915
b18038244,1896,P012,Spitalfields,district/place,spitalfields,53273,53285
b18038244,1896,P014,Mile End New Town,district/place,mile end new town,53286,53303
b18038244,1896,P016,London Hospital,institution,london hospital,54026,54041
b18038244,1896,P014,Mile End New Town,district/place,mile end new town,56501,56518
b18038244,1896,P009,Hanbury Street,street,hanbury street,74075,74089
b18038244,1896,P021,Fashion Street,street,fashion street,78130,78144
b18038244,1896,P007,Flower and Dean Street,street,flower and dean street,78353,78375
b18038244,1896,P003,Brick Lane,street,brick lane,78422,78432
b18038244,1896,P020,Thrawl Street,street,thrawl street,79061,79074
b18038244,1896,P009,Hanbury Street,street,hanbury street,79151,79165
b18038244,1896,P018,Commercial Street,street,commercial street,79480,79497
b18038244,1896,P004,Commercial Road,street,commercial road,79543,79558
b18038244,1896,P010,Leman Street,street,leman street,79859,79871
b18038244,1896,P008,Dorset Street,street,dorset street,79919,79932
b18038244,1896,P016,London Hospital,institution,london hospital,80096,80111
b18038244,1896,P007,Flower and Dean Street,street,flower and dean street,80835,80857
b18038244,1896,P008,Dorset Street,street,dorset street,81010,81023
b18038244,1896,P021,Fashion Street,street,fashion street,81058,81072
b18038244,1896,P006,Wentworth Street,street,wentworth street,82090,82106
b18038244,1896,P018,Commercial Street,street,commercial street,82207,82224
b18038244,1896,P002,Whitechapel High Street,street,whitechapel high street,82287,82310
b18038244,1896,P001,Whitechapel Road,street,whitechapel road,82345,82361
b18038244,1896,P011,Aldgate,district/place,aldgate,82527,82534
b18038244,1896,P016,London Hospital,institution,london hospital,82734,82749
b18038244,1896,P012,Spitalfields,district/place,spitalfields,83585,83597
b18038244,1896,P012,Spitalfields,district/place,spitalfields,83714,83726
b18038244,1896,P006,Wentworth Street,street,wentworth street,83754,83770
b18038244,1896,P018,Commercial Street,street,commercial street,84446,84463
b18038244,1896,P006,Wentworth Street,street,wentworth street,86435,86451
b18038244,1896,P009,Hanbury Street,street,hanbury street,88917,88931
b18038244,1896,P006,Wentworth Street,street,wentworth street,89280,89296
b18038244,1896,P006,Wentworth Street,street,wentworth street,89366,89382
b19883699,1897,P004,Commercial Road,street,commercial road,607,622
b19883699,1897,P013,Mile End,district/place,mile end,11286,11294
b19883699,1897,P016,London Hospital,institution,london hospital,12138,12153
b19883699,1897,P012,Spitalfields,district/place,spitalfields,13018,13030
b19883699,1897,P014,Mile End New Town,district/place,mile end new town,13071,13088
b19883699,1897,P022,Mile End Old Town,district/place,mile end old town,15290,15307
b19883699,1897,P022,Mile End Old Town,district/place,mile end old town,17728,17745
b19883699,1897,P006,Wentworth Street,street,wentworth street,27892,27908
b19883699,1897,P012,Spitalfields,district/place,spitalfields,30133,30145
b19883699,1897,P014,Mile End New Town,district/place,mile end new town,30174,30191
b19883699,1897,P012,Spitalfields,district/place,spitalfields,31100,31112
b19883699,1897,P014,Mile End New Town,district/place,mile end new town,31160,31177
b19883699,1897,P016,London Hospital,institution,london hospital,31946,31961
b19883699,1897,P012,Spitalfields,district/place,spitalfields,32394,32406
b19883699,1897,P003,Brick Lane,street,brick lane,33473,33483
b19883699,1897,P010,Leman Street,street,leman street,33490,33502
b19883699,1897,P018,Commercial Street,street,commercial street,33509,33526
b19883699,1897,P010,Leman Street,street,leman street,33534,33546
b19883699,1897,P008,Dorset Street,street,dorset street,33552,33565
b19883699,1897,P008,Dorset Street,street,dorset street,33593,33606
b19883699,1897,P008,Dorset Street,street,dorset street,33632,33645
b19883699,1897,P008,Dorset Street,street,dorset street,33671,33684
b19883699,1897,P008,Dorset Street,street,dorset street,33715,33728
b19883699,1897,P020,Thrawl Street,street,thrawl street,33735,33748
b19883699,1897,P007,Flower and Dean Street,street,flower and dean street,33812,33834
b19883699,1897,P001,Whitechapel Road,street,whitechapel road,33887,33903
b19883699,1897,P001,Whitechapel Road,street,whitechapel road,33967,33983
b19883699,1897,P006,Wentworth Street,street,wentworth street,34010,34026
b19883699,1897,P009,Hanbury Street,street,hanbury street,34034,34048
b19883699,1897,P003,Brick Lane,street,brick lane,34204,34214
b19883699,1897,P018,Commercial Street,street,commercial street,34269,34286
b19883699,1897,P008,Dorset Street,street,dorset street,34306,34319
b19883699,1897,P007,Flower and Dean Street,street,flower and dean street,34377,34399
b19883699,1897,P019,George Yard,street/place,george yard,34446,34457
b19883699,1897,P009,Hanbury Street,street,hanbury street,34592,34606
b19883699,1897,P010,Leman Street,street,leman street,34681,34693
b19883699,1897,P014,Mile End New Town,district/place,mile end new town,34898,34915
b19883699,1897,P020,Thrawl Street,street,thrawl street,34925,34938
b19883699,1897,P006,Wentworth Street,street,wentworth street,35027,35043
b19883699,1897,P001,Whitechapel Road,street,whitechapel road,35055,35071
b19883699,1897,P016,London Hospital,institution,london hospital,35209,35224
b19883699,1897,P016,London Hospital,institution,london hospital,38001,38016
b19883699,1897,P001,Whitechapel Road,street,whitechapel road,39246,39262
b19883699,1897,P009,Hanbury Street,street,hanbury street,39277,39291
b19883699,1897,P001,Whitechapel Road,street,whitechapel road,39374,39390
b19883699,1897,P010,Leman Street,street,leman street,39411,39423
b19883699,1897,P018,Commercial Street,street,commercial street,39476,39493
b19883699,1897,P001,Whitechapel Road,street,whitechapel road,39599,39615
b19883699,1897,P016,London Hospital,institution,london hospital,40450,40465
b19883699,1897,P012,Spitalfields,district/place,spitalfields,41313,41325
b19883699,1897,P014,Mile End New Town,district/place,mile end new town,42060,42077
b19883699,1897,P016,London Hospital,institution,london hospital,45165,45180
b19883699,1897,P012,Spitalfields,district/place,spitalfields,49729,49741
b19883699,1897,P013,Mile End,district/place,mile end,49878,49886
b19883699,1897,P016,London Hospital,institution,london hospital,50369,50384
b19883699,1897,P012,Spitalfields,district/place,spitalfields,50793,50805
b19883699,1897,P014,Mile End New Town,district/place,mile end new town,50806,50823
b19883699,1897,P012,Spitalfields,district/place,spitalfields,51424,51436
b19883699,1897,P014,Mile End New Town,district/place,mile end new town,51437,51454
b19883699,1897,P012,Spitalfields,district/place,spitalfields,51805,51817
b19883699,1897,P014,Mile End New Town,district/place,mile end new town,51818,51835
b19883699,1897,P016,London Hospital,institution,london hospital,51877,51892
b19883699,1897,P022,Mile End Old Town,district/place,mile end old town,52453,52470
b19883699,1897,P012,Spitalfields,district/place,spitalfields,54033,54045
b19883699,1897,P014,Mile End New Town,district/place,mile end new town,54046,54063
b19883699,1897,P007,Flower and Dean Street,street,flower and dean street,64287,64309
b19883699,1897,P003,Brick Lane,street,brick lane,64668,64678
b19883699,1897,P009,Hanbury Street,street,hanbury street,65231,65245
b19883699,1897,P018,Commercial Street,street,commercial street,65549,65566
b19883699,1897,P010,Leman Street,street,leman street,65845,65857
b19883699,1897,P008,Dorset Street,street,dorset street,66025,66038
b19883699,1897,P016,London Hospital,institution,london hospital,66202,66217
b19883699,1897,P021,Fashion Street,street,fashion street,66398,66412
b19883699,1897,P012,Spitalfields,district/place,spitalfields,67452,67464
b19883699,1897,P020,Thrawl Street,street,thrawl street,67674,67687
b19883699,1897,P018,Commercial Street,street,commercial street,67777,67794
b19883699,1897,P009,Hanbury Street,street,hanbury street,68050,68064
b19883699,1897,P006,Wentworth Street,street,wentworth street,68069,68085
b19883699,1897,P002,Whitechapel High Street,street,whitechapel high street,68185,68208
b19883699,1897,P001,Whitechapel Road,street,whitechapel road,68231,68247
b19883699,1897,P016,London Hospital,institution,london hospital,68711,68726
b19883699,1897,P009,Hanbury Street,street,hanbury street,74505,74519
b19883699,1897,P018,Commercial Street,street,commercial street,83386,83403
b19883699,1897,P010,Leman Street,street,leman street,83498,83510
b19883699,1897,P020,Thrawl Street,street,thrawl street,84733,84746
b19883699,1897,P006,Wentworth Street,street,wentworth street,85293,85309
b19883699,1897,P003,Brick Lane,street,brick lane,85401,85411
b19883699,1897,P006,Wentworth Street,street,wentworth street,85806,85822
b19883705,1898,P001,Whitechapel Road,street,whitechapel road,594,610
b19883705,1898,P012,Spitalfields,district/place,spitalfields,6113,6125
b19883705,1898,P014,Mile End New Town,district/place,mile end new town,6126,6143
b19883705,1898,P011,Aldgate,district/place,aldgate,6184,6191
b19883705,1898,P011,Aldgate,district/place,aldgate,6289,6296
b19883705,1898,P011,Aldgate,district/place,aldgate,6469,6476
b19883705,1898,P016,London Hospital,institution,london hospital,6525,6540
b19883705,1898,P014,Mile End New Town,district/place,mile end new town,6567,6584
b19883705,1898,P012,Spitalfields,district/place,spitalfields,13754,13766
b19883705,1898,P014,Mile End New Town,district/place,mile end new town,13767,13784
b19883705,1898,P016,London Hospital,institution,london hospital,14840,14855
b19883705,1898,P012,Spitalfields,district/place,spitalfields,15866,15878
b19883705,1898,P014,Mile End New Town,district/place,mile end new town,15919,15936
b19883705,1898,P022,Mile End Old Town,district/place,mile end old town,18166,18183
b19883705,1898,P012,Spitalfields,district/place,spitalfields,21018,21030
b19883705,1898,P014,Mile End New Town,district/place,mile end new town,21059,21076
b19883705,1898,P012,Spitalfields,district/place,spitalfields,21911,21923
b19883705,1898,P014,Mile End New Town,district/place,mile end new town,21940,21957
b19883705,1898,P003,Brick Lane,street,brick lane,23488,23498
b19883705,1898,P018,Commercial Street,street,commercial street,23551,23568
b19883705,1898,P008,Dorset Street,street,dorset street,23588,23601
b19883705,1898,P007,Flower and Dean Street,street,flower and dean street,23657,23679
b19883705,1898,P019,George Yard,street/place,george yard,23726,23737
b19883705,1898,P009,Hanbury Street,street,hanbury street,23864,23878
b19883705,1898,P010,Leman Street,street,leman street,23951,23963
b19883705,1898,P014,Mile End New Town,district/place,mile end new town,24164,24181
b19883705,1898,P020,Thrawl Street,street,thrawl street,24189,24202
b19883705,1898,P006,Wentworth Street,street,wentworth street,24289,24305
b19883705,1898,P001,Whitechapel Road,street,whitechapel road,24317,24333
b19883705,1898,P016,London Hospital,institution,london hospital,24466,24481
b19883705,1898,P016,London Hospital,institution,london hospital,28817,28832
b19883705,1898,P001,Whitechapel Road,street,whitechapel road,30343,30359
b19883705,1898,P009,Hanbury Street,street,hanbury street,30374,30388
b19883705,1898,P001,Whitechapel Road,street,whitechapel road,30471,30487
b19883705,1898,P010,Leman Street,street,leman street,30506,30518
b19883705,1898,P018,Commercial Street,street,commercial street,30568,30585
b19883705,1898,P001,Whitechapel Road,street,whitechapel road,30690,30706
b19883705,1898,P016,London Hospital,institution,london hospital,31586,31601
b19883705,1898,P012,Spitalfields,district/place,spitalfields,32451,32463
b19883705,1898,P014,Mile End New Town,district/place,mile end new town,33099,33116
b19883705,1898,P016,London Hospital,institution,london hospital,35941,35956
b19883705,1898,P012,Spitalfields,district/place,spitalfields,39980,39992
b19883705,1898,P014,Mile End New Town,district/place,mile end new town,40128,40145
b19883705,1898,P016,London Hospital,institution,london hospital,40707,40722
b19883705,1898,P012,Spitalfields,district/place,spitalfields,41094,41106
b19883705,1898,P014,Mile End New Town,district/place,mile end new town,41107,41124
b19883705,1898,P012,Spitalfields,district/place,spitalfields,41713,41725
b19883705,1898,P014,Mile End New Town,district/place,mile end new town,41726,41743
b19883705,1898,P012,Spitalfields,district/place,spitalfields,42094,42106
b19883705,1898,P014,Mile End New Town,district/place,mile end new town,42107,42124
b19883705,1898,P016,London Hospital,institution,london hospital,42166,42181
b19883705,1898,P012,Spitalfields,district/place,spitalfields,44022,44034
b19883705,1898,P014,Mile End New Town,district/place,mile end new town,44038,44055
b19883705,1898,P012,Spitalfields,district/place,spitalfields,44625,44637
b19883705,1898,P013,Mile End,district/place,mile end,44638,44646
b19883705,1898,P019,George Yard,street/place,george yard,56736,56747
b19883705,1898,P003,Brick Lane,street,brick lane,57201,57211
b19883705,1898,P009,Hanbury Street,street,hanbury street,57381,57395
b19883705,1898,P011,Aldgate,district/place,aldgate,57772,57779
b19883705,1898,P010,Leman Street,street,leman street,57960,57972
b19883705,1898,P018,Commercial Street,street,commercial street,58070,58087
b19883705,1898,P004,Commercial Road,street,commercial road,58121,58136
b19883705,1898,P016,London Hospital,institution,london hospital,58139,58154
b19883705,1898,P008,Dorset Street,street,dorset street,58377,58390
b19883705,1898,P021,Fashion Street,street,fashion street,58784,58798
b19883705,1898,P007,Flower and Dean Street,street,flower and dean street,59015,59037
b19883705,1898,P012,Spitalfields,district/place,spitalfields,59583,59595
b19883705,1898,P018,Commercial Street,street,commercial street,59689,59706
b19883705,1898,P011,Aldgate,district/place,aldgate,60013,60020
b19883705,1898,P006,Wentworth Street,street,wentworth street,60065,60081
b19883705,1898,P001,Whitechapel Road,street,whitechapel road,60264,60280
b19883705,1898,P016,London Hospital,institution,london hospital,60708,60723
b19883705,1898,P009,Hanbury Street,street,hanbury street,66561,66575
b19883705,1898,P011,Aldgate,district/place,aldgate,69145,69152
b19883705,1898,P011,Aldgate,district/place,aldgate,70227,70234
b19883705,1898,P006,Wentworth Street,street,wentworth street,71446,71462
b19883705,1898,P009,Hanbury Street,street,hanbury street,72761,72775
b19883717,1899,P012,Spitalfields,district/place,spitalfields,10101,10113
b19883717,1899,P014,Mile End New Town,district/place,mile end new town,10114,10131
b19883717,1899,P016,London Hospital,institution,london hospital,11144,11159
b19883717,1899,P022,Mile End Old Town,district/place,mile end old town,14264,14281
b19883717,1899,P014,Mile End New Town,district/place,mile end new town,21160,21177
b19883717,1899,P012,Spitalfields,district/place,spitalfields,21178,21190
b19883717,1899,P012,Spitalfields,district/place,spitalfields,22142,22154
b19883717,1899,P014,Mile End New Town,district/place,mile end new town,22172,22189
b19883717,1899,P016,London Hospital,institution,london hospital,22472,22487
b19883717,1899,P003,Brick Lane,street,brick lane,23962,23972
b19883717,1899,P018,Commercial Street,street,commercial street,24025,24042
b19883717,1899,P008,Dorset Street,street,dorset street,24062,24075
b19883717,1899,P007,Flower and Dean Street,street,flower and dean street,24132,24154
b19883717,1899,P019,George Yard,street/place,george yard,24200,24211
b19883717,1899,P009,Hanbury Street,street,hanbury street,24342,24356
b19883717,1899,P010,Leman Street,street,leman street,24427,24439
b19883717,1899,P014,Mile End New Town,district/place,mile end new town,24642,24659
b19883717,1899,P020,Thrawl Street,street,thrawl street,24667,24680
b19883717,1899,P006,Wentworth Street,street,wentworth street,24768,24784
b19883717,1899,P001,Whitechapel Road,street,whitechapel road,24796,24812
b19883717,1899,P016,London Hospital,institution,london hospital,24945,24960
b19883717,1899,P016,London Hospital,institution,london hospital,27324,27339
b19883717,1899,P001,Whitechapel Road,street,whitechapel road,28592,28608
b19883717,1899,P009,Hanbury Street,street,hanbury street,28623,28637
b19883717,1899,P001,Whitechapel Road,street,whitechapel road,28720,28736
b19883717,1899,P010,Leman Street,street,leman street,28757,28769
b19883717,1899,P018,Commercial Street,street,commercial street,28821,28838
b19883717,1899,P001,Whitechapel Road,street,whitechapel road,28945,28961
b19883717,1899,P007,Flower and Dean Street,street,flower and dean street,44624,44646
b19883717,1899,P020,Thrawl Street,street,thrawl street,44647,44660
b19883717,1899,P010,Leman Street,street,leman street,47167,47179
b19883717,1899,P007,Flower and Dean Street,street,flower and dean street,47451,47473
b19883717,1899,P011,Aldgate,district/place,aldgate,49176,49183
b19883717,1899,P003,Brick Lane,street,brick lane,49197,49207
b19883717,1899,P003,Brick Lane,street,brick lane,49662,49672
b19883717,1899,P016,London Hospital,institution,london hospital,52092,52107
b19883717,1899,P006,Wentworth Street,street,wentworth street,52397,52413
b19883717,1899,P021,Fashion Street,street,fashion street,52648,52662
b19883717,1899,P021,Fashion Street,street,fashion street,52667,52681
b19883717,1899,P003,Brick Lane,street,brick lane,52686,52696
b19883717,1899,P021,Fashion Street,street,fashion street,52856,52870
b19883717,1899,P003,Brick Lane,street,brick lane,52876,52886
b19883717,1899,P002,Whitechapel High Street,street,whitechapel high street,53051,53074
b19883717,1899,P002,Whitechapel High Street,street,whitechapel high street,53164,53187
b19883717,1899,P016,London Hospital,institution,london hospital,53560,53575
b19883717,1899,P014,Mile End New Town,district/place,mile end new town,53910,53927
b19883717,1899,P012,Spitalfields,district/place,spitalfields,54569,54581
b19883717,1899,P014,Mile End New Town,district/place,mile end new town,55092,55109
b19883717,1899,P014,Mile End New Town,district/place,mile end new town,56560,56577
b19883717,1899,P016,London Hospital,institution,london hospital,57204,57219
b19883717,1899,P014,Mile End New Town,district/place,mile end new town,58855,58872
b19883717,1899,P012,Spitalfields,district/place,spitalfields,61545,61557
b19883717,1899,P014,Mile End New Town,district/place,mile end new town,61709,61726
b19883717,1899,P016,London Hospital,institution,london hospital,62117,62132
b19883717,1899,P012,Spitalfields,district/place,spitalfields,62581,62593
b19883717,1899,P014,Mile End New Town,district/place,mile end new town,62594,62611
b19883717,1899,P014,Mile End New Town,district/place,mile end new town,63032,63049
b19883717,1899,P012,Spitalfields,district/place,spitalfields,63242,63254
b19883717,1899,P014,Mile End New Town,district/place,mile end new town,63255,63272
b19883717,1899,P012,Spitalfields,district/place,spitalfields,63586,63598
b19883717,1899,P014,Mile End New Town,district/place,mile end new town,63599,63616
b19883717,1899,P016,London Hospital,institution,london hospital,63631,63646
b19883717,1899,P012,Spitalfields,district/place,spitalfields,65485,65497
b19883717,1899,P014,Mile End New Town,district/place,mile end new town,65498,65515
b19883717,1899,P019,George Yard,street/place,george yard,75150,75161
b19883717,1899,P003,Brick Lane,street,brick lane,75603,75613
b19883717,1899,P009,Hanbury Street,street,hanbury street,75787,75801
b19883717,1899,P018,Commercial Street,street,commercial street,76407,76424
b19883717,1899,P011,Aldgate,district/place,aldgate,76445,76452
b19883717,1899,P004,Commercial Road,street,commercial road,76455,76470
b19883717,1899,P010,Leman Street,street,leman street,76633,76645
b19883717,1899,P008,Dorset Street,street,dorset street,76691,76704
b19883717,1899,P016,London Hospital,institution,london hospital,76827,76842
b19883717,1899,P021,Fashion Street,street,fashion street,77113,77127
b19883717,1899,P007,Flower and Dean Street,street,flower and dean street,77284,77306
b19883717,1899,P020,Thrawl Street,street,thrawl street,78221,78234
b19883717,1899,P011,Aldgate,district/place,aldgate,78575,78582
b19883717,1899,P006,Wentworth Street,street,wentworth street,78634,78650
b19883717,1899,P002,Whitechapel High Street,street,whitechapel high street,78823,78846
b19883717,1899,P001,Whitechapel Road,street,whitechapel road,78870,78886
b19883717,1899,P016,London Hospital,institution,london hospital,79277,79292
b19883717,1899,P009,Hanbury Street,street,hanbury street,86340,86354
b19883717,1899,P021,Fashion Street,street,fashion street,88661,88675
b19883717,1899,P009,Hanbury Street,street,hanbury street,88840,88854
b19883717,1899,P009,Hanbury Street,street,hanbury street,88987,89001
b19883717,1899,P018,Commercial Street,street,commercial street,90707,90724
b19883717,1899,P001,Whitechapel Road,street,whitechapel road,90853,90869
b19883717,1899,P001,Whitechapel Road,street,whitechapel road,91063,91079
